Name of Institution,Street Address,City,ZIP Code,County,Georeference
Bank of America N.A. GA1-006-15-40,90-53 Sutphin Boulevard,Jamaica,11435,Queens,POINT (-73.807976 40.701596)
Bank of America N.A. GA1-006-15-40,8225 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.467753 40.816094)
Bank of America N.A. GA1-006-15-40,100 Christie Place,Scarsdale,10583,Westchester,POINT (-73.807249 40.990384)
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,POINT (-73.991038 40.636073)
Bank of America N.A. GA1-006-15-40,260 Greenwich Street,New York,10007,New York,POINT (-74.011403 40.714763)
Bank of America N.A. GA1-006-15-40,2196 Forest Avenue,Staten Island,10303,Richmond,POINT (-74.162713 40.626735)
Bank of America N.A. GA1-006-15-40,1160 West Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.74411 40.939446)
Bank of America N.A. GA1-006-15-40,301 West 145th Street,New York,10039,New York,POINT (-73.942807 40.823207)
Bank of America N.A. GA1-006-15-40,572 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.835664 40.926062)
Bank of America N.A. GA1-006-15-40,515 Ocean Avenue,Brooklyn,11226,Kings,POINT (-73.96105 40.650171)
Bank of America N.A. GA1-006-15-40,1428 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.944442 42.785321)
Bank of America N.A. GA1-006-15-40,3881 Richmond Avenue,Staten Island,10312,Richmond,POINT (-74.164607 40.543647)
Bank of America N.A. GA1-006-15-40,642 Gateway Drive,Brooklyn,11239,Kings,
Bank of America N.A. GA1-006-15-40,915 West Beech Street,Long Beach,11561,Nassau,POINT (-73.692285 40.586022)
Bank of America N.A. GA1-006-15-40,2260 Broadway,New York,10024,New York,POINT (-73.978765 40.785301)
Bank of America N.A. GA1-006-15-40,2077 Broadway,New York,10023,New York,POINT (-73.98209 40.778606)
Bank of America N.A. GA1-006-15-40,1275 Lexington Avenue,New York,10028,New York,POINT (-73.955634 40.779393)
Bank of America N.A. GA1-006-15-40,2895 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.169768 40.574346)
Bank of America N.A. GA1-006-15-40,6601 18th Avenue,Brooklyn,11204,Kings,POINT (-73.990877 40.61844)
Bank of America N.A. GA1-006-15-40,95 Wall Street,New York,10005,New York,POINT (-74.007182 40.704978)
Bank of America N.A. GA1-006-15-40,835 Eighth Avenue,New York,10019,New York,POINT (-73.985945 40.76252)
Bank of America N.A. GA1-006-15-40,560 Second Avenue,New York,10016,New York,POINT (-73.977229 40.742916)
Bank of America N.A. GA1-006-15-40,550 Fifth Avenue,New York,10036,New York,POINT (-73.979308 40.755634)
Bank of America N.A. GA1-006-15-40,210 Dyckman Street,New York,10040,New York,POINT (-73.927113 40.865282)
Bank of America N.A. GA1-006-15-40,4201 Main Street,Flushing,11355,Queens,POINT (-73.828166 40.755103)
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.873936 40.734749)
Bank of America N.A. GA1-006-15-40,890 Old Country Road,Westbury,11530,Nassau,POINT (-73.564532 40.753164)
Bank of America N.A. GA1-006-15-40,96 7th Street,Garden City,11530,Nassau,POINT (-73.640337 40.723904)
Bank of America N.A. GA1-006-15-40,405 Windsor Highway,Vails Gate,12584,Orange,POINT (-74.055388 41.457501)
Bank of America N.A. GA1-006-15-40,88 Bowery Street,New York,10013,New York,POINT (-73.995514 40.71716)
Bank of America N.A. GA1-006-15-40,851 Kimball Avenue,Yonkers,10704,Westchester,POINT (-73.849414 40.927823)
Bank of America N.A. GA1-006-15-40,358 Fifth Avenue,New York,10001,New York,POINT (-73.984404 40.748649)
Bank of America N.A. GA1-006-15-40,193 West 237th Street,Bronx,10463,Bronx,POINT (-73.900014 40.884045)
Bank of America N.A. GA1-006-15-40,2756 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.639149 40.644704)
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,POINT (-73.773449 42.653639)
Bank of America N.A. GA1-006-15-40,29 Broadway,New York,10006,New York,POINT (-74.01319 40.705952)
Bank of America N.A. GA1-006-15-40,335 Madison Avenue,New York,10017,New York,POINT (-73.978725 40.753559)
Bank of America N.A. GA1-006-15-40,988 Third Avenue,New York,10022,New York,POINT (-73.966655 40.761452)
Bank of America N.A. GA1-006-15-40,534 5th Avenue,Brooklyn,11215,Kings,POINT (-73.988924 40.666025)
Bank of America N.A. GA1-006-15-40,345 Park Avenue South,New York,10010,New York,POINT (-73.985157 40.741759)
Bank of America N.A. GA1-006-15-40,2915 Stillwell Avenue,Brooklyn,11224,Kings,POINT (-73.981402 40.57629)
Bank of America N.A. GA1-006-15-40,36 East 14th Street,New York,10003,New York,POINT (-73.991916 40.735291)
Bank of America N.A. GA1-006-15-40,2443 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.545492 40.724761)
Bank of America N.A. GA1-006-15-40,224 West 4th Street,New York,10014,New York,POINT (-74.002888 40.733955)
Bank of America N.A. GA1-006-15-40,350 Fulton Street,Brooklyn,11201,Queens,POINT (-73.988398 40.691879)
Bank of America N.A. GA1-006-15-40,45 Market Street,Poughkeepsie,12601,Dutchess,POINT (-73.929423 41.7027)
Bank of America N.A. GA1-006-15-40,93 West Campbell Road,Schenectady,12305,Schenectady,POINT (-73.990166 42.810133)
Bank of America N.A. GA1-006-15-40,287 Main Street,Schoharie,12157,Schoharie,POINT (-74.312083 42.663877)
Bank of America N.A. GA1-006-15-40,"67 Middlebush Road, Route 9",Wappingers Falls,12590,Dutchess,POINT (-73.908606 41.588558)
Bank of America N.A. GA1-006-15-40,770 Broadway,New York,10003,New York,POINT (-73.991353 40.730928)
Bank of America N.A. GA1-006-15-40,3424 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.882855 40.881262)
Bank of America N.A. GA1-006-15-40,449 Myrtle Avenue,Brooklyn,11205,Kings,POINT (-73.96747 40.693272)
Bank of America N.A. GA1-006-15-40,2022 Avenue U,Brooklyn,11229,Kings,POINT (-73.950586 40.599472)
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.953479 40.72852)
Bank of America N.A. GA1-006-15-40,1580 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.947076 40.632268)
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,POINT (-73.959076 40.708809)
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,POINT (-73.958224 40.608781)
Bank of America N.A. GA1-006-15-40,164 Military Road,Buffalo,14207,Erie,POINT (-78.892 42.941139)
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.844353 40.720855)
Bank of America N.A. GA1-006-15-40,3912 Main Street,Flushing,11354,Queens,POINT (-73.830291 40.759791)
Bank of America N.A. GA1-006-15-40,2574 Broadway,New York,10025,New York,POINT (-73.97132 40.795114)
Bank of America N.A. GA1-006-15-40,168 Church Street,New York,10007,New York,POINT (-74.007823 40.715113)
Bank of America N.A. GA1-006-15-40,399 Third Avenue,New York,10016,New York,POINT (-73.980721 40.742154)
Bank of America N.A. GA1-006-15-40,882 First Avenue,New York,10022,New York,POINT (-73.966334 40.753617)
Bank of America N.A. GA1-006-15-40,40 West Main Street,Shortsville,14548,Ontario,POINT (-77.222666 42.955575)
Bank of America N.A. GA1-006-15-40,4061 Broadway,New York,10032,New York,POINT (-73.939142 40.843465)
Bank of America N.A. GA1-006-15-40,315 Lafayette Street,New York,10012,New York,POINT (-73.995156 40.725281)
Bank of America N.A. GA1-006-15-40,767 Cayuga Street,Lewiston,14092,Niagara,POINT (-79.037124 43.170951)
Bank of America N.A. GA1-006-15-40,1017 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.859428 40.802558)
Bank of America N.A. GA1-006-15-40,1989 South Park Avenue,Buffalo,14220,Erie,POINT (-78.823728 42.844414)
Bank of America N.A. GA1-006-15-40,425 Lexington Avenue,New York,10174,New York,
Bank of America N.A. GA1-006-15-40,1775 Broadway,New York,10019,New York,POINT (-73.981786 40.76696)
Bank of America N.A. GA1-006-15-40,200 Park Avenue,New York,10166,New York,POINT (-73.976907 40.754153)
Bank of America N.A. GA1-006-15-40,390 Sixth Avenue,New York,10011,New York,POINT (-73.999745 40.733345)
Bank of America N.A. GA1-006-15-40,1293 Broadway,New York,10001,New York,POINT (-73.988119 40.749491)
Bank of America N.A. GA1-006-15-40,19-50 37th Street,Astoria,11105,Queens,POINT (-73.90226 40.778149)
Bank of America N.A. GA1-006-15-40,521 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.481827 40.743427)
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,POINT (-73.920463 40.81685)
Bank of America N.A. GA1-006-15-40,65 Metropolitan Oval,Bronx,10462,Bronx,POINT (-73.860584 40.837612)
Bank of America N.A. GA1-006-15-40,7923 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.029218 40.627966)
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.18556 40.963917)
Bank of America N.A. GA1-006-15-40,Lawrence Avenue & Bayview Avenue,Lawrence,11559,Nassau,POINT (-73.737546 40.615059)
Bank of America N.A. GA1-006-15-40,157 East 125th Street,New York,10035,New York,POINT (-73.9367 40.804078)
Bank of America N.A. GA1-006-15-40,495 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.877091 42.910594)
Bank of America N.A. GA1-006-15-40,700 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.867118 40.865437)
Bank of America N.A. GA1-006-15-40,501 Brighton Beach Avenue,Brookyn,11235,Kings,POINT (-73.962219 40.577447)
Bank of America N.A. GA1-006-15-40,901 Broad Hollow Road,Farmingdale,11735,Nassau,POINT (-73.423797 40.726788)
Bank of America N.A. GA1-006-15-40,248 East Fordham Road,Bronx,10458,Bronx,POINT (-73.895671 40.862222)
Bank of America N.A. GA1-006-15-40,1500 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.879796 40.828528)
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.874313 40.829593)
Bank of America N.A. GA1-006-15-40,670 Avenue of the Americas,New York,10010,New York,POINT (-73.993812 40.741504)
Bank of America N.A. GA1-006-15-40,240 Park Avenue South,New York,10003,New York,POINT (-73.988097 40.737919)
Bank of America N.A. GA1-006-15-40,4239 Bell Boulevard,Bayside,11361,Queens,POINT (-73.770058 40.761671)
Bank of America N.A. GA1-006-15-40,127 Eighth Avenue,New York,10011,New York,POINT (-74.001368 40.741316)
Bank of America N.A. GA1-006-15-40,1330 First Avenue,New York,10021,New York,POINT (-73.956323 40.767359)
Bank of America N.A. GA1-006-15-40,2380 Broadway,New York,10024,New York,POINT (-73.975609 40.78923)
Bank of America N.A. GA1-006-15-40,50 West Fordham Road,Bronx,10468,Bronx,POINT (-73.903834 40.862737)
Bank of America N.A. GA1-006-15-40,37-41 82nd Street,Jackson Heights,11372,Queens,POINT (-73.884099 40.748501)
Bank of America N.A. GA1-006-15-40,378 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.502296 40.810263)
Bank of America N.A. GA1-006-15-40,59 Third Street,Troy,12180,Rensselaer,POINT (-73.690497 42.730194)
Bank of America N.A. GA1-006-15-40,900 Central & Colvin Avenue,Albany,12206,Albany,POINT (-73.790872 42.680817)
Bank of America N.A. GA1-006-15-40,133 Wolf Road,Albany,12205,Albany,POINT (-73.806114 42.718793)
Bank of America N.A. GA1-006-15-40,69 State Street,Albany,12201,Albany,POINT (-73.752402 42.649683)
Bank of America N.A. GA1-006-15-40,1450 Western Avenue,Albany,12203,Albany,POINT (-73.836552 42.680733)
Bank of America N.A. GA1-006-15-40,1791 Western Avenue,Albany,12203,Albany,POINT (-73.866233 42.690207)
Bank of America N.A. GA1-006-15-40,156 South Main Street,Albion,14411,Orleans,POINT (-78.19387 43.242357)
Bank of America N.A. GA1-006-15-40,100 Main Street,Batavia,14020,Genesee,POINT (-78.182215 42.997412)
Bank of America N.A. GA1-006-15-40,10 Fountain Plaza,Buffalo,14202,Erie,POINT (-78.87433 42.888807)
Bank of America N.A. GA1-006-15-40,2221 Seneca Street,Buffalo,14210,Erie,POINT (-78.806405 42.852501)
Bank of America N.A. GA1-006-15-40,2389 Fillmore Avenue,Buffalo,14214,Erie,POINT (-78.83922 42.938901)
Bank of America N.A. GA1-006-15-40,1171 East Delavan Avenue,Buffalo,14215,Erie,POINT (-78.813459 42.922663)
Bank of America N.A. GA1-006-15-40,1452 Hertel Avenue,Buffalo,14216,Erie,POINT (-78.854261 42.947683)
Bank of America N.A. GA1-006-15-40,3838 Harlem Road,Cheektowaga,14215,Erie,POINT (-78.784068 42.948098)
Bank of America N.A. GA1-006-15-40,540 Montauk Highway,West Islip,11795,Suffolk,POINT (-73.307847 40.696871)
Bank of America N.A. GA1-006-15-40,23 East Main Street,Washingtonville,10992,Orange,POINT (-74.165618 41.427943)
Bank of America N.A. GA1-006-15-40,980 Ridge Road,Webster,14580,Monroe,POINT (-77.459427 43.208963)
Bank of America N.A. GA1-006-15-40,7864 Transit Road,Williamsville,14221,Erie,POINT (-78.696935 42.985478)
Bank of America N.A. GA1-006-15-40,5529 Main Street,Williamsville,14221,Erie,POINT (-78.746998 42.962494)
Bank of America N.A. GA1-006-15-40,81 Mill Hill Road,Woodstock,12498,Ulster,POINT (-74.113129 42.038397)
Bank of America N.A. GA1-006-15-40,4049 Seneca Street,West Seneca,14224,Erie,POINT (-78.753325 42.830308)
Bank of America N.A. GA1-006-15-40,100 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.643481 40.756963)
Bank of America N.A. GA1-006-15-40,2300 Grand Avenue,Baldwin,11510,Nassau,POINT (-73.61041 40.654826)
Bank of America N.A. GA1-006-15-40,185 Wheeler Road,Central Islip,11722,Suffolk,POINT (-73.212344 40.802573)
Bank of America N.A. GA1-006-15-40,41 Veterans Memorial Highway,Commack,11725,Suffolk,POINT (-73.287477 40.8417)
Bank of America N.A. GA1-006-15-40,1283 Sunrise Highway,Copiague,11726,Suffolk,POINT (-73.39468 40.693376)
Bank of America N.A. GA1-006-15-40,1979 Deer Park Avenue,Deer Park,11729,Suffolk,POINT (-73.33078 40.76539)
Bank of America N.A. GA1-006-15-40,709 Old Country Road,Dix Hills,11746,Suffolk,POINT (-73.315012 40.779802)
Bank of America N.A. GA1-006-15-40,1 Old Westbury Road,Roslyn Heights,11577,Nassau,POINT (-73.623662 40.784421)
Bank of America N.A. GA1-006-15-40,385 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.322151 40.868357)
Bank of America N.A. GA1-006-15-40,141-61 Northern Boulevard,Flushing,11354,Queens,POINT (-73.823575 40.764685)
Bank of America N.A. GA1-006-15-40,151-16 84th Street,Howard Beach,11414,Queens,POINT (-73.850591 40.667364)
Bank of America N.A. GA1-006-15-40,880 Quincy Street,Brooklyn,11221,Kings,POINT (-73.923912 40.690043)
Bank of America N.A. GA1-006-15-40,59-01 Myrtle Avenue,Ridgewood,11385,Kings,POINT (-73.900169 40.700508)
Bank of America N.A. GA1-006-15-40,205-02 Linden Boulevard,St. Albans,11412,Queens,POINT (-73.747146 40.695855)
Bank of America N.A. GA1-006-15-40,241-42 South Conduit Boulevard,Rosedale,11422,Queens,POINT (-73.73622 40.665273)
Bank of America N.A. GA1-006-15-40,91-16 168th Street,Jamaica,11432,Queens,POINT (-73.792769 40.70681)
Bank of America N.A. GA1-006-15-40,6901 5th Avenue,Brooklyn,11209,Kings,POINT (-74.021087 40.633284)
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,POINT (-73.918698 40.759344)
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,POINT (-73.991031 40.693911)
Bank of America N.A. GA1-006-15-40,14-15 College Point Boulevard,College Point,11356,Queens,POINT (-73.845777 40.784957)
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,POINT (-73.942431 40.669621)
Bank of America N.A. GA1-006-15-40,401 Main Street,Armonk,10504,Westchester,POINT (-73.714015 41.1259)
Bank of America N.A. GA1-006-15-40,91 South Greeley Avenue,Chappaqua,10514,Westchester,POINT (-73.772955 41.15777)
Bank of America N.A. GA1-006-15-40,20 South Broadway,Yonkers,10701,Westchester,POINT (-73.898587 40.93322)
Bank of America N.A. GA1-006-15-40,130 North Country Shopping Center,Goldens Bridge,10526,Westchester,
Bank of America N.A. GA1-006-15-40,176 Roberts Avenue,Yonkers,10703,Westchester,POINT (-73.885753 40.960829)
Bank of America N.A. GA1-006-15-40,625 8th Avenue,New York,10018,New York,POINT (-73.990466 40.7563)
Bank of America N.A. GA1-006-15-40,3508 Johnson Avenue,Riverdale,10463,Bronx,POINT (-73.909934 40.885837)
Bank of America N.A. GA1-006-15-40,900 Third Avenue,New York,10022,New York,POINT (-73.96876 40.758579)
Bank of America N.A. GA1-006-15-40,800 Avenue of the Americas,New York,10001,New York,POINT (-73.990826 40.74562)
Bank of America N.A. GA1-006-15-40,1066 Lexington Avenue,New York,10021,New York,POINT (-73.96057 40.772658)
Bank of America N.A. GA1-006-15-40,2770 Broadway,New York,10025,New York,POINT (-73.96772 40.801803)
Bank of America N.A. GA1-006-15-40,215 West 125th Street,New York,10027,New York,POINT (-73.949194 40.80934)
Bank of America N.A. GA1-006-15-40,334 Columbus Avenue,New York,10023,New York,POINT (-73.977272 40.779493)
Bank of America N.A. GA1-006-15-40,261 Broadway,New York,10007,New York,POINT (-74.006634 40.713779)
Bank of America N.A. GA1-006-15-40,750 Third Avenue,New York,10017,New York,POINT (-73.97235 40.753651)
Bank of America N.A. GA1-006-15-40,501 Fifth Avenue,New York,10017,New York,POINT (-73.981035 40.753273)
Bank of America N.A. GA1-006-15-40,1680 Broadway,New York,10019,New York,POINT (-73.983021 40.763076)
Bank of America N.A. GA1-006-15-40,675 Third Avenue,New York,10017,New York,POINT (-73.974204 40.751133)
Bank of America N.A. GA1-006-15-40,25 West 51st Street,New York,10019,New York,POINT (-73.978289 40.759821)
Bank of America N.A. GA1-006-15-40,1900 Pine Avenue,Niagara Falls,14301,Niagara,POINT (-79.038787 43.095102)
Bank of America N.A. GA1-006-15-40,106 West 117th Street,New York,10026,New York,POINT (-73.949559 40.802861)
Bank of America N.A. GA1-006-15-40,One Penn Plaza East,New York,10119,New York,
Bank of America N.A. GA1-006-15-40,70-11 Myrtle Avenue,Glendale,11385,Queens,POINT (-73.880558 40.701967)
Bank of America N.A. GA1-006-15-40,1143 Lexington Avenue,New York,10021,New York,POINT (-73.958728 40.775187)
Bank of America N.A. GA1-006-15-40,2198 White Plains Road,Bronx,10462,Bronx,POINT (-73.867667 40.856464)
Bank of America N.A. GA1-006-15-40,299 East 204th Street,Bronx,10467,Bronx,POINT (-73.878643 40.873077)
Bank of America N.A. GA1-006-15-40,47 Graham Avenue,Brooklyn,11206,Kings,POINT (-73.942527 40.703218)
Bank of America N.A. GA1-006-15-40,250 Main Street,Huntington,11743,Suffolk,POINT (-73.425773 40.87127)
Bank of America N.A. GA1-006-15-40,147 Long Beach Road,Island Park,11558,Nassau,POINT (-73.655867 40.60145)
Bank of America N.A. GA1-006-15-40,265 Montauk Highway,Islip,11751,Suffolk,POINT (-73.219027 40.727942)
Bank of America N.A. GA1-006-15-40,479 North Broadway,Jericho,11753,Nassau,POINT (-73.536399 40.789404)
Bank of America N.A. GA1-006-15-40,3080 Middle Country Road,Lake Grove,11755,Suffolk,POINT (-73.123267 40.861647)
Bank of America N.A. GA1-006-15-40,400 Central Avenue,Lawrence,11559,Nassau,POINT (-73.726943 40.6194)
Bank of America N.A. GA1-006-15-40,3161 Hempstead Turnpike,Levittown,11756,Nassau,POINT (-73.519245 40.725559)
Bank of America N.A. GA1-006-15-40,52 East Park Avenue,Long Beach,11561,Nassau,POINT (-73.662315 40.588389)
Bank of America N.A. GA1-006-15-40,4400 Veterans Memorial Highway,Holbrook,11741,Suffolk,POINT (-73.08991 40.782344)
Bank of America N.A. GA1-006-15-40,300 Merrick Road,Lynbrook,11563,Nassau,POINT (-73.67098 40.657062)
Bank of America N.A. GA1-006-15-40,269 Hempstead Avenue,Malverne,11565,Nassau,POINT (-73.669556 40.675247)
Bank of America N.A. GA1-006-15-40,240 Plandome Road,Manhasset,11030,Nassau,POINT (-73.699112 40.795972)
Bank of America N.A. GA1-006-15-40,5310 Sunrise Highway,Massapequa Park,11762,Nassau,POINT (-73.440098 40.6783)
Bank of America N.A. GA1-006-15-40,2851 Horseblock Road,Medford,11763,Suffolk,POINT (-72.994008 40.827326)
